,住址,行政區,物件說明,面積,房,衛,廳,物件類型,物件位於幾樓,物件共幾樓,管理費用,租金
1922,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
1923,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
1924,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
1925,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
1926,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
1927,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
1928,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
1929,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
1930,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
1931,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
1932,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
1933,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
1934,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
1935,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
1936,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
1937,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
1938,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
1939,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
1940,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
1941,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
1942,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
1943,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
1944,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
1945,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
1946,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
1947,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
1948,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
1949,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
1950,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
1951,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
1952,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
1953,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
1954,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
1955,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
1956,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
1957,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
1958,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
1959,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
1960,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
1961,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
1962,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
1963,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
1964,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
1965,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
1966,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
1967,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
1968,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
1969,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
1970,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
1971,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
1972,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
1973,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
1974,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
1975,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
1976,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
1977,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
1978,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
1979,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
1980,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
1981,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
1982,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
1983,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
1984,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
1985,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
1986,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
1987,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
1988,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
1989,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
1990,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
1991,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
1992,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
1993,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
1994,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
1995,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
1996,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
1997,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
1998,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
1999,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2000,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2001,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2002,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2003,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2004,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2005,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2006,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2007,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2008,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2009,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2010,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2011,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2012,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2013,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2014,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2015,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2016,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2017,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2018,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2019,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2020,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2021,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2022,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2023,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2024,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2025,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2026,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2027,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2028,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2029,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2030,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2031,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2032,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2033,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2034,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2035,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2036,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2037,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2038,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2039,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2040,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2041,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2042,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2043,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2044,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2045,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2046,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2047,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2048,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2049,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2050,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2051,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2052,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2053,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2054,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2055,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2056,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2057,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2058,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2059,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2060,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2061,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2062,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2063,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2064,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2065,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2066,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2067,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2068,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2069,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2070,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2071,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2072,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2073,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2074,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2075,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2076,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2077,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2078,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2079,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2080,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2081,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2082,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2083,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2084,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2085,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2086,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2087,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2088,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2089,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2090,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2091,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2092,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2093,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2094,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2095,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2096,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2097,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2098,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2099,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2100,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2101,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2102,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2103,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2104,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2105,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2106,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2107,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2108,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2109,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2110,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2111,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2112,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2113,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2114,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
